"number_of_elements","mean_atomic_mass","wtd_mean_atomic_mass","gmean_atomic_mass","wtd_gmean_atomic_mass","entropy_atomic_mass","wtd_entropy_atomic_mass","range_atomic_mass","wtd_range_atomic_mass","std_atomic_mass","wtd_std_atomic_mass","mean_fie","wtd_mean_fie","gmean_fie","wtd_gmean_fie","entropy_fie","wtd_entropy_fie","range_fie","wtd_range_fie","std_fie","wtd_std_fie","mean_atomic_radius","wtd_mean_atomic_radius","gmean_atomic_radius","wtd_gmean_atomic_radius","entropy_atomic_radius","wtd_entropy_atomic_radius","range_atomic_radius","wtd_range_atomic_radius","std_atomic_radius","wtd_std_atomic_radius","mean_Density","wtd_mean_Density","gmean_Density","wtd_gmean_Density","entropy_Density","wtd_entropy_Density","range_Density","wtd_range_Density","std_Density","wtd_std_Density","mean_ElectronAffinity","wtd_mean_ElectronAffinity","gmean_ElectronAffinity","wtd_gmean_ElectronAffinity","entropy_ElectronAffinity","wtd_entropy_ElectronAffinity","range_ElectronAffinity","wtd_range_ElectronAffinity","std_ElectronAffinity","wtd_std_ElectronAffinity","mean_FusionHeat","wtd_mean_FusionHeat","gmean_FusionHeat","wtd_gmean_FusionHeat","entropy_FusionHeat","wtd_entropy_FusionHeat","range_FusionHeat","wtd_range_FusionHeat","std_FusionHeat","wtd_std_FusionHeat","mean_ThermalConductivity","wtd_mean_ThermalConductivity","gmean_ThermalConductivity","wtd_gmean_ThermalConductivity","entropy_ThermalConductivity","wtd_entropy_ThermalConductivity","range_ThermalConductivity","wtd_range_ThermalConductivity","std_ThermalConductivity","wtd_std_ThermalConductivity","mean_Valence","wtd_mean_Valence","gmean_Valence","wtd_gmean_Valence","entropy_Valence","wtd_entropy_Valence","range_Valence","wtd_range_Valence","std_Valence","wtd_std_Valence","critical_temp"
5,79.171174,53.6563076451318,59.994943314639,35.3851238871718,1.38995323673403,1.4017090358173,122.90607,14.6220169701356,50.4249572386324,48.4077080570142,738.22,1003.17618467164,690.328114777212,935.358720895676,1.53656957994422,0.901898593533543,810.6,706.135959165016,299.031967521869,346.021853336004,167,110.052415054091,146.121196729093,87.5729044395897,1.50875989419117,1.44468933763452,205,30.9233582203261,68.6352679021507,73.8367342182017,4033.4858,3114.61854746305,843.945344498653,66.0892881576336,1.2247501848213,0.894264223277851,8958.571,2047.06818116715,3207.25675766792,3756.80567226384,66.244,111.861134389761,34.7356747059872,92.0816241487808,1.20974090816925,0.811528115589904,138.63,77.3178805424348,55.5785061332166,45.7052930196421,7.2324,4.76462532378485,4.16392151950927,1.24727659946315,1.37811041573788,1.05351764922502,12.878,2.89646503123572,4.16516110612783,5.35141197937904,126.205316,97.087034060643,13.7839016024086,1.05419230317157,0.835026704071475,0.286300969582839,399.97342,91.4071759043121,155.469670208177,166.29305534604,2.2,2.10856315709279,2.1689435423954,2.09000352543675,1.59416669911802,1.2448357383751,1,1.062928538778,0.4,0.311090337385844,22
5,65.86926,43.4885333333333,40.4044681054749,28.2822938375209,1.24540885154811,1.35988776641309,148.11435,17.5626833333333,55.0886010190076,38.7953664575334,761.3,793.33,741.369629917927,780.741168629406,1.58212259325959,1.40331602582163,516.7,238.283333333333,182.013559934418,146.833709004438,148,125.816666666667,132.880037056045,115.94782787708,1.51198087250297,1.45579533004656,158,38.5,63.7306833479761,51.1505919374894,5263.8,5098.68333333333,4487.75258745567,4241.85680264592,1.46362323741218,1.23746136615667,6648,2592.66666666667,2811.56386375981,3005.57910943225,75.94,79.3366666666667,60.2910323804021,62.1444810728797,1.39562084860428,1.22364449861949,127.2,35.2583333333333,50.2228872129032,50.3504748956971,38.88,41.77,25.6568462359709,30.90350845255,1.22340699213019,1.16963720416508,94.2,16.96,36.0809312518399,32.3374050700836,57.2,65.2,36.4481055219327,48.244195259981,1.22995256435065,1.14361810524883,129,29.7833333333333,50.3205723337881,45.3731932606321,3,2.83333333333333,2.93015605158352,2.7494592739972,1.58678470752805,1.46238065792874,2,0.85,0.632455532033676,0.687184270936277,8.1
6,70.9105416666667,72.1071071428571,57.1591084918189,60.9362362510348,1.6197717941095,1.54679376557672,121.3276,20.4093714285714,39.9846410467446,35.6760691951144,787.333333333333,763.142857142857,741.277658079493,726.425395539343,1.72971084932528,1.63900390116444,810.6,194.714285714286,285.925209723724,258.210843288652,160.666666666667,162.571428571429,138.677125662546,144.74958858657,1.67220271867086,1.58719926585422,205,45.5714285714286,74.0825365536455,66.0721621580897,3588.90483333333,4856.20414285714,1005.91239959887,1532.44533927806,1.46254562930295,1.07679660027951,8958.571,3199.79585714286,2771.20787821547,3311.91690937699,86.1633333333333,85.1542857142857,47.0166691449687,51.7879731880885,1.39058367651843,1.28647105239164,194.97,41.8885714285714,73.0163718323196,62.1486544750667,7.07533333333333,8.74814285714286,3.92758747522371,5.39091801594054,1.50278842621714,1.26000274811464,12.878,4.64685714285714,4.69485770699058,4.67242228181399,78.37193,152.875582857143,5.34596835062309,17.0124685992065,0.579816073176501,0.310867640803383,399.97342,142.853345714286,144.328956588729,184.484383729982,2.83333333333333,2.42857142857143,2.56979658685065,2.29227110213368,1.68076798371197,1.72746355714217,4,0.428571428571429,1.46249406456535,1.04978131833565,50.9
2,70.38669,81.646535,66.6869529327889,78.7124093788,0.641054562544021,0.416709035334641,45.03938,57.713035,22.51969,19.5026236253504,660.7,662.15,660.693635507411,662.145223136676,0.693137547621591,0.560523605333779,5.80000000000007,333.25,2.90000000000003,2.5114736709749,187,192.5,186.676190233248,192.2547415961,0.691416077617118,0.53754441247354,22,104.5,11,9.52627944162882,6538.5,7554.25,6214.90064280999,7298.06128426459,0.644072310141901,0.421239586886176,4063,5300.75,2031.5,1759.33060778809,48.35,67.975,28.2340220301678,49.7322865937481,0.311934885573964,0.146598555815383,78.5,63.425,39.25,33.9914970985392,22.75,24.775,22.3866031366976,24.4941005971539,0.677216491195528,0.484329949292958,8.1,15.425,4.05,3.50740288532698,38,46,34.4673758792282,43.1420710847118,0.601679754913255,0.366057821296327,32,35,16,13.856406460551,4.5,4.75,4.47213595499958,4.72870804501588,0.686961576597323,0.514653165428929,1,2.75,0.5,0.433012701892219,10.02
2,137.532,165.409416,129.501429181303,159.910934864379,0.63533850413779,0.345990972977204,92.616,129.102264,46.308,36.9767567691238,714.7,747.81,712.580584916542,746.437519625073,0.690183186811481,0.464582884884361,110,485.2494,55,43.9172847521338,199.5,195.587,199.394082158925,195.519906721088,0.692616311052027,0.513419192607467,13,113.599,6.5,5.19022456161581,12880.5,16714.939,11195.3896761122,15514.7545475685,0.565332307859795,0.272662304772364,12739,14123.561,6369.5,5086.02082234029,61.35,72.6375,58.4145529812563,70.6418648654887,0.645688667113106,0.360314818474848,37.5,55.6827,18.75,14.9718016200456,28,32.214,27.1108834234519,31.6169624308082,0.661563238157982,0.385865903580375,14,23.856,7,5.58947260481702,96.5,140.747,62.5299928034539,114.175632300172,0.365269975097036,0.143393437271147,147,131.593,73.5,58.6894623505787,5,5.602,4.89897948556636,5.53489121924496,0.673011667009257,0.408743169912754,2,4.01,1,0.798496086402432,2.01
4,104.3656,74.7608356435643,72.7468648584653,44.1828793790447,1.12946266492502,1.20177917531155,184.5906,26.1272277227723,70.3924962121674,68.4659151004563,891.65,1004.1396039604,838.584884977272,933.808022866973,1.32808458174503,1.01085933423653,810.6,570.847524752475,301.512839693437,344.673760107691,154.25,125.970297029703,131.729022092529,97.1924101821246,1.26017526380072,1.24184878992892,205,44.6782178217822,73.1552287946665,85.7889368857721,6501.35725,3653.44434653465,883.11727808008,90.4267700022644,0.97786159649685,1.06267800656417,13532.571,1674.27842574257,5164.79122698901,4723.04633949661,69.8375,90.8044554455445,25.0849620053422,45.8070353714944,0.894571101965202,0.626442745716754,141,71.769801980198,62.0767808343023,62.0223690480074,5.903,3.997,2.70170194138684,1.19203218388686,0.96371978217008,1.00184442303614,12.878,1.86809900990099,5.03790005855614,4.66672741886434,106.581645,55.0010453465347,6.31308143280819,0.893251363760991,0.270717616788772,0.374718462426109,399.97342,49.4915289108911,169.524557588917,129.867584775628,2,2,2,2,1.38629436111989,1.20781141784768,0,0.762376237623762,0,0,94
5,104.05601,56.5441023346304,79.6062483121199,36.744889874057,1.43269138418227,1.47535364112635,146.5006,15.8910642023346,55.2733744008487,51.1587841115501,730.84,994.671984435798,681.288111836985,925.280422486385,1.53310007070254,0.916589256048884,810.6,679.489105058366,303.289924659557,349.211176219277,184.2,117.299610894942,158.223982753592,91.13840711537,1.49853136701389,1.45747727109383,205,30.5058365758755,78.3361985291602,82.0772135746301,5532.4858,3229.98355252918,1206.05320785977,72.2569283766787,1.33304087080892,1.02006557797737,8958.571,2091.0670311284,3369.53727998468,3845.54130423889,76.17,110.367704280156,58.7537238728356,89.481199060022,1.40280858516607,0.834004662463766,127.05,73.9591439688716,47.3626815119246,47.3658335359831,7.8644,5.12223346303502,4.46865951534027,1.33743350879925,1.38178838791096,1.10185710479141,12.878,2.9400233463035,4.40988315491465,5.51918199614621,88.405316,97.1347916731518,7.71693251079268,1.11402393243447,0.416966276255988,0.192689756863023,399.97342,93.3710449027237,155.907986467145,167.274117210637,2.6,2.11673151750973,2.49146187923103,2.0873487925866,1.5649572502428,1.31246148826677,2,0.949416342412451,0.8,0.425354301732985,19
3,73.4242666666667,71.2603654584222,72.2322794161491,70.1146135937431,1.08300754538483,1.05156079646282,29.6228,17.6350396588486,12.7111716641526,12.4444558498682,700.766666666667,769.559701492537,660.035089496508,738.456963502156,1.04426594182745,0.935227603748297,537.6,325.444776119403,223.316700873197,194.235693155077,174.666666666667,153.850746268657,162.082415008062,144.351531127581,1.02526453392996,1.09007198171273,162,16.2814498933902,67.4405087630737,58.5023016739413,4741.66666666667,5381.25799573561,3873.79856568725,4697.50004530018,0.934070973667981,0.846813426127052,6342,2751.33901918977,2589.68805500242,2304.99371014341,87.3666666666667,99.5147121535181,54.6905286137678,59.0115755955037,0.706649039981602,0.543846327113287,179.3,77.1573560767591,78.213056596851,84.3582555806996,7.13,8.03948827292111,5.46477543806583,6.54803157348233,0.863590876899127,0.782907855821295,11.61,4.91488272921109,4.89507916177052,4.71142635842755,45.84,41.592750533049,13.3562993084758,8.75219369415826,0.703641138317645,0.606375644143142,78.48,30.2665245202559,33.1730493021067,36.1929588079595,3.33333333333333,3.90405117270789,2.6207413942089,3.28071449531425,0.89794572485678,0.783273905499459,5,2.37100213219616,2.05480466765633,1.94195201224192,30.6
5,116.66916,68.3988290909091,82.6528996397382,39.4158911162916,1.36030111654269,1.31706973148231,192.981,30.42952,78.1249287039572,71.772070624219,805.04,1011.80545454545,769.607858277607,950.282818601529,1.56110601049804,0.957193023994056,764.1,703.232727272727,262.979106394405,334.879754494427,141.8,105.381818181818,127.403694656839,85.413874851629,1.52432346319892,1.40428556224431,171,37.0181818181818,54.6238043347404,67.5303274386178,6542.2858,3100.05218181818,1301.5162033141,61.9952870710901,1.28604506374314,1.16318217316067,11338.571,1599.58418181818,4414.40787869977,4115.24983691252,79.646,105.649090909091,51.9543133827043,72.8233085879973,1.35524985954503,0.82117069298135,135.97,77.0618181818182,50.8730268806565,51.5713021773201,7.3984,4.63690909090909,4.13553620080632,1.23404487715505,1.35365875747276,1.24991616777376,12.878,1.69690909090909,4.55061690762912,5.06147749637208,95.605316,44.6872254545455,10.0824994903149,0.682039032333509,0.600939816254513,0.611855737546352,399.97342,36.3491381818182,152.847714061544,113.15467086808,3,2.52727272727273,2.75945932292243,2.35299348272254,1.52463352843489,1.29817062652285,3,1.01818181818182,1.26491106406735,1.12580549675729,20
2,85.93319,83.6087933333333,85.6497972256794,83.3591490569239,0.689851168795996,0.659168835173801,13.94638,21.6712066666667,6.97319,6.57438658066963,802,848.133333333333,789.967999351873,837.228247585719,0.678182425152572,0.573900415327725,276.8,405.733333333333,138.4,130.484771354958,150.5,134.666666666667,142.807562824943,128.069745518327,0.642479175495818,0.692951108534983,95,2.66666666666666,47.5,44.783429475148,6694.5,6069.33333333333,6426.4165753552,5838.45886659909,0.653373489884749,0.691425956842675,3751,356,1875.5,1768.23835748716,142.05,160.2,131.199847560887,150.110039256008,0.617767741968097,0.474821438815541,108.9,101.8,54.45,51.3359523141433,16.1,12.5333333333333,12.0299625934581,9.21101390444169,0.452223442155028,0.599656475022008,21.4,5.33333333333333,10.7,10.0880567449281,27.26,18.3466666666667,5.29905651979671,2.44418166749791,0.0538666392674487,0.0937083030700332,53.48,17.6533333333333,26.74,25.2107137719044,5.5,5.66666666666667,5.47722557505166,5.64621617328617,0.689009238476659,0.605797499372304,1,2.33333333333333,0.5,0.471404520791032,7.4
5,83.24476,60.0334693333333,59.5060814160275,36.3361290462764,1.31151037344354,1.35453652518756,192.981,26.5853893333333,67.2338347072841,65.3042711225291,779.88,1006.89266666667,740.399332713733,946.930122996203,1.55321870407659,1.01947745684356,764.1,661.026666666667,276.063147848459,332.065070751033,149.8,105.626666666667,133.425311183972,86.2120175562207,1.51953736136792,1.5778254518759,171,14.8066666666667,58.6085318021191,65.742887743762,4584.2858,3001.09546666667,874.164786339504,65.1911843373642,1.16177435651007,1.08680527410193,9778.571,1368.43786666667,4004.27323147741,4015.56020446811,73.1,106.0498,33.1487827641917,69.7704271991095,1.20088590631532,0.83357369995169,138.63,75.742,57.6456725175446,52.0547931891003,8.1524,4.97373333333333,4.6464334920886,1.32460398898505,1.3929374917507,1.39121401698119,12.878,1.62826666666667,4.36102637460495,5.26989261708012,128.605316,72.234176,14.2876432915522,0.959666945937148,0.87197627698413,0.773419694642016,399.97342,53.3191573333333,154.008028485009,137.64574407175,2.6,2.42,2.40224886796286,2.27374416140888,1.5193826646423,1.3588883854792,3,0.933333333333333,1.2,1.04096109437385,85
4,49.10025,45.912028,36.1327205972155,30.7427805009931,1.20430202940422,0.871436244670623,67.9806,24.778222,25.4050420973377,28.6333559514496,740.35,741.657,724.101407104214,720.039365054883,1.36495257929952,1.08884675831284,426.3,312.946,151.113541749242,174.466347617528,146.5,145.643333333333,145.038415744705,143.719438741526,1.37673766243133,1.10512407580187,53,55.17,19.8305320150519,22.8305961863071,5761,4715.44666666667,3828.81291318042,2890.70700266356,1.16769766269772,0.850237746518249,8373,2568.72666666667,3228.02609964666,3085.00913458759,67.825,52.921,55.4923557562568,43.9923491302811,1.23485359549341,0.988610371459208,96.3,26.1216666666667,34.7513578871387,26.288574051604,15.425,14.8446666666667,11.850921988142,10.4747950569417,1.1976099813975,0.861019986187267,24.7,9.176,8.81543390877613,10.1109118393062,76.25,71.3733333333333,74.3471548523878,69.5360560623546,1.36325898148934,1.09748577361266,41,28.03,15.7380907355371,15.318201228894,2.75,2.99666666666667,2.34034731932072,2.4628811159987,1.2406842919534,0.95006411634545,4,1.66,1.4790199457749,1.6340100638885,13.35
